sofifa_id,player_url,short_name,Name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
259406,https://sofifa.com/player/259406/santiago-munoz/220002,S. Mu<f1>oz,Santiago Rene Munoz Robles,Santiago René Muñóz Robles,"ST, CAM",67,83,2600000,3000,18,8/14/2002,179,67,13,Newcastle United,English Premier League,1,RES,30,Santos Laguna,NA,2022,83,Mexico,NA,NA,NA,Right,3,3,1,Medium/Medium,Lean (170-185),No,NA,NA,NA,75,63,60,71,25,65,58,65,64,68,49,71,42,34,55,71,76,74,77,65,75,59,65,69,73,63,40,21,71,65,71,62,21,21,20,5,7,12,8,5,NA,67+2,67+2,67+2,69,68,68,68,69,68+2,68+2,68+2,68+2,62+2,62+2,62+2,68+2,50+2,47+2,47+2,47+2,50+2,47+2,41+2,41+2,41+2,47+2,13+2,https://cdn.sofifa.net/players/259/406/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/mx.png
208421,https://sofifa.com/player/208421/saul-niguez-esclapez/220002,Sa<fa>l,Saul Niguez,Saúl Ñíguez,"CM, LM",82,85,39500000,68000,26,11/21/1994,184,75,5,Chelsea,English Premier League,1,SUB,17,Atlético de Madrid,NA,2022,45,Spain,NA,NA,NA,Left,4,3,3,Medium/Medium,Lean (170-185),Yes,NA,NA,"Finesse Shot, Long Shot Taker (AI)",71,78,78,79,78,79,69,76,83,84,76,80,73,60,82,82,69,72,73,80,68,82,80,86,77,80,76,79,80,81,68,81,77,78,77,7,13,12,10,9,NA,79+3,79+3,79+3,78,80,80,80,78,80+3,80+3,80+3,79+3,81+3,81+3,81+3,79+3,78+3,80+3,80+3,80+3,78+3,78+3,79+3,79+3,79+3,78+3,18+3,https://cdn.sofifa.net/players/208/421/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/es.png
255312,https://sofifa.com/player/255312/scott-banks/220002,S. Banks,Scott Brian Banks,Scott Brian Banks,LM,59,76,575000,4000,19,9/26/2001,183,72,1799,Crystal Palace,English Premier League,1,RES,40,NA,1/22/2020,2023,42,Scotland,NA,NA,NA,Left,2,3,1,Medium/Medium,Lean (170-185),No,1500000,NA,Speed Dribbler (AI),73,57,57,61,32,46,57,55,49,58,48,63,63,62,54,61,76,71,60,44,67,60,49,44,51,61,34,26,53,55,61,52,29,33,30,14,12,6,12,7,NA,57+2,57+2,57+2,59,58,58,58,59,58+2,58+2,58+2,58+2,53+2,53+2,53+2,58+2,46+2,43+2,43+2,43+2,46+2,45+2,39+2,39+2,39+2,45+2,15+2,https://cdn.sofifa.net/players/255/312/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-sct.png
157804,https://sofifa.com/player/157804/scott-carson/220002,S. Carson,Scott Carson,Scott Carson,GK,67,67,110000,15000,35,9/3/1985,190,86,10,Manchester City,English Premier League,1,RES,33,NA,7/20/2021,2022,14,England,NA,NA,NA,Right,3,1,2,Medium/Medium,Stocky (185+),Yes,204000,NA,Solid Player,NA,NA,NA,NA,NA,NA,14,19,18,25,13,17,18,16,17,20,33,37,38,62,42,49,72,28,70,20,23,19,11,44,20,38,10,15,20,66,67,65,70,64,35,28+2,28+2,28+2,25,27,27,27,25,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,24+2,25+2,25+2,25+2,24+2,24+2,27+2,27+2,27+2,24+2,66+1,https://cdn.sofifa.net/players/157/804/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
237238,https://sofifa.com/player/237238/scott-mctominay/220002,S. McTominay,Scott McTominay,Scott McTominay,"CDM, CM",80,84,27500000,90000,24,12/8/1996,193,88,11,Manchester United,English Premier League,1,SUB,39,NA,7/1/2013,2025,42,Scotland,1359,RCM,4,Right,3,3,2,Medium/High,Normal (185+),Yes,52900000,NA,"Solid Player, Long Shot Taker (AI), Team Player",66,75,75,75,78,84,68,71,78,81,62,78,72,53,78,76,62,69,66,79,60,85,73,84,84,81,88,76,71,75,60,78,76,81,74,9,6,6,10,11,NA,76+2,76+2,76+2,74,75,75,75,74,76+2,76+2,76+2,75+2,78+2,78+2,78+2,75+2,76+2,79+2,79+2,79+2,76+2,76+2,79+2,79+2,79+2,76+2,17+2,https://cdn.sofifa.net/players/237/238/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
207993,https://sofifa.com/player/207993/sead-kolasinac/220002,S. Kola<U+009A>inac,Sead Kolasinac,Sead Kolašinac,"LB, LWB, CB",75,75,5.00E+06,60000,28,6/20/1993,183,82,1,Arsenal,English Premier League,1,RES,31,NA,7/1/2017,2022,8,Bosnia and Herzegovina,NA,NA,NA,Left,2,3,2,High/Medium,Stocky (170-185),Yes,9500000,#Strength,Dives Into Tackles (AI),75,62,68,71,71,86,72,57,66,71,55,74,61,42,62,72,69,79,60,71,55,79,75,75,90,58,90,69,71,71,54,66,70,73,74,15,9,16,7,9,NA,70+2,70+2,70+2,70,70,70,70,70,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,74+1,74+1,74+1,72+2,17+2,https://cdn.sofifa.net/players/207/993/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/ba.png
180216,https://sofifa.com/player/180216/seamus-coleman/220002,S. Coleman,Seamus Coleman,Séamus Coleman,RB,78,78,9500000,69000,32,10/11/1988,177,77,7,Everton,English Premier League,1,RB,23,NA,2/4/2009,2023,25,Republic of Ireland,1355,SUB,2,Right,3,3,2,High/High,Normal (170-185),Yes,18100000,NA,"Leadership, Team Player",66,65,73,76,78,70,77,61,65,77,64,77,65,53,69,76,66,66,73,77,74,75,71,71,66,66,80,79,70,70,55,82,78,81,80,5,15,10,13,7,NA,70+2,70+2,70+2,72,72,72,72,72,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,17+2,https://cdn.sofifa.net/players/180/216/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1355/60.png,https://cdn.sofifa.net/flags/ie.png
237161,https://sofifa.com/player/237161/sean-longstaff/220002,S. Longstaff,Sean Longstaff,Sean Longstaff,"CM, CAM",72,79,4700000,23000,23,10/30/1997,180,65,13,Newcastle United,English Premier League,1,SUB,36,NA,6/30/2015,2022,14,England,NA,NA,NA,Right,3,2,1,Medium/Medium,Lean (170-185),Yes,9900000,NA,"Long Passer (AI), Long Shot Taker (AI)",57,65,70,69,64,64,60,61,47,73,56,68,68,69,73,74,61,54,56,74,67,73,61,72,65,70,54,70,68,72,54,71,64,66,58,6,8,13,14,12,NA,65+2,65+2,65+2,67,68,68,68,67,69+2,69+2,69+2,68+2,72+2,72+2,72+2,68+2,66+2,69+2,69+2,69+2,66+2,65+2,63+2,63+2,63+2,65+2,17+2,https://cdn.sofifa.net/players/237/161/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
263149,https://sofifa.com/player/263149/sean-mcgurk/220002,S. McGurk,Sean McGurk,Sean McGurk,"CAM, LM",61,80,825000,4000,18,3/15/2003,173,64,8,Leeds United,English Premier League,1,RES,32,NA,7/8/2021,2024,14,England,NA,NA,NA,Right,3,2,1,High/Medium,Lean (170-185),No,2100000,NA,NA,72,59,60,61,43,50,54,61,49,67,48,59,52,53,56,61,73,72,70,63,58,59,47,55,51,64,43,34,47,60,51,59,41,47,45,5,11,7,7,5,NA,58+2,58+2,58+2,61,60,60,60,61,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,54+2,52+2,52+2,52+2,54+2,53+2,47+2,47+2,47+2,53+2,13+2,https://cdn.sofifa.net/players/263/149/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
224013,https://sofifa.com/player/224013/sergi-canos-tenes/220002,Sergi Can<f3>s,Sergi Canos,Sergi Canós,"LW, LWB, RWB",72,76,3400000,30000,24,2/2/1997,175,66,1925,Brentford,English Premier League,1,RWB,7,NA,1/31/2017,2023,45,Spain,NA,NA,NA,Right,3,3,1,High/High,Lean (170-185),No,7100000,NA,"Dives Into Tackles (AI), Flair, Long Shot Taker (AI), Technical Dribbler (AI)",71,69,67,74,54,68,72,70,51,68,58,76,59,56,59,72,74,69,78,69,84,71,62,65,68,69,75,52,71,72,53,62,52,58,50,7,8,15,15,15,NA,69+2,69+2,69+2,72,71,71,71,72,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,63+2,62+2,62+2,62+2,63+2,61+2,59+2,59+2,59+2,61+2,18+2,https://cdn.sofifa.net/players/224/013/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/es.png
245279,https://sofifa.com/player/245279/sergio-reguilon-rodriguez/220002,Reguil<f3>n,Sergio Reguilon,Sergio Reguilón,LB,81,84,32500000,79000,24,12/16/1996,178,68,18,Tottenham Hotspur,English Premier League,1,LB,3,NA,9/19/2020,2025,45,Spain,NA,NA,NA,Left,3,3,1,High/High,Lean (170-185),Yes,64200000,NA,"Early Crosser, Speed Dribbler (AI)",86,58,75,78,78,70,82,52,72,78,45,78,73,45,70,81,84,87,75,77,74,72,64,77,65,58,76,78,75,73,42,74,77,79,79,11,14,9,5,12,NA,71+2,71+2,71+2,76,74,74,74,76,75+2,75+2,75+2,77+2,75+2,75+2,75+2,77+2,79+2,77+2,77+2,77+2,79+2,79+2,76+2,76+2,76+2,79+2,18+2,https://cdn.sofifa.net/players/245/279/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/es.png
240697,https://sofifa.com/player/240697/shandon-baptiste/220002,S. Baptiste,Shandon Baptiste,Shandon Baptiste,"CM, CDM, CAM",66,75,1900000,11000,23,4/8/1998,175,67,1925,Brentford,English Premier League,1,SUB,26,NA,1/31/2020,2024,77,Grenada,NA,NA,NA,Right,4,3,1,Medium/Medium,Normal (170-185),No,4200000,NA,"Injury Prone, Technical Dribbler (AI)",65,52,62,70,64,65,53,54,61,70,38,71,51,41,64,70,68,63,70,67,67,53,63,62,68,51,61,65,59,65,41,62,63,65,61,5,13,10,15,14,NA,61+2,61+2,61+2,64,64,64,64,64,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,64+2,18+2,https://cdn.sofifa.net/players/240/697/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gd.png
169216,https://sofifa.com/player/169216/shane-long/220002,S. Long,Shane Long,Shane Long,ST,72,72,1100000,38000,34,1/22/1987,178,70,17,Southampton,English Premier League,1,SUB,7,NA,8/14/2014,2022,25,Republic of Ireland,NA,NA,NA,Right,2,3,2,High/High,Normal (170-185),Yes,2100000,NA,Speed Dribbler (AI),81,69,61,72,36,67,72,68,76,64,67,74,54,37,49,71,83,80,69,74,72,73,92,58,64,64,80,42,76,63,72,67,31,27,24,11,13,10,11,10,NA,72,72,72,72,72,72,72,72,69+2,69+2,69+2,70+2,62+2,62+2,62+2,70+2,56+2,52+2,52+2,52+2,56+2,53+2,50+2,50+2,50+2,53+2,18+2,https://cdn.sofifa.net/players/169/216/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/ie.png
192622,https://sofifa.com/player/192622/shane-duffy/220002,S. Duffy,Shane Duffy,Shane Duffy,CB,72,72,2.00E+06,35000,29,1/1/1992,193,76,1808,Brighton & Hove Albion,English Premier League,1,CB,24,NA,8/26/2016,2023,25,Republic of Ireland,1355,LCB,4,Right,3,2,1,Low/High,Normal (185+),Yes,3800000,NA,"Power Header, Team Player",41,47,49,48,72,79,38,40,79,60,30,45,37,33,60,55,40,42,32,62,36,62,87,63,84,49,83,72,58,41,45,57,68,73,71,9,11,16,8,12,NA,55+2,55+2,55+2,48,51,51,51,48,50+2,50+2,50+2,50+2,56+2,56+2,56+2,50+2,59+2,66+2,66+2,66+2,59+2,62+2,72,72,72,62+2,16+2,https://cdn.sofifa.net/players/192/622/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1355/60.png,https://cdn.sofifa.net/flags/ie.png
260910,https://sofifa.com/player/260910/shola-shoretire/220002,S. Shoretire,Shola Maxwell Shoretire,Shola Maxwell Shoretire,"RM, LM",62,84,1200000,2000,17,2/2/2004,175,70,11,Manchester United,English Premier League,1,RES,47,NA,2/8/2021,2024,14,England,NA,NA,NA,Right,4,3,1,Medium/Medium,Normal (170-185),No,3400000,NA,"Flair, Technical Dribbler (AI)",72,56,56,66,37,55,52,59,52,59,51,64,56,43,52,62,70,73,83,59,85,56,35,54,55,51,62,35,60,61,45,59,33,39,31,7,7,8,5,9,NA,59+2,59+2,59+2,62,61,61,61,62,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,50+2,49+2,49+2,49+2,50+2,48+2,45+2,45+2,45+2,48+2,13+2,https://cdn.sofifa.net/players/260/910/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
264411,https://sofifa.com/player/264411/sil-swinkels/220002,S. Swinkels,Sil Swinkels,Sil Swinkels,CB,56,76,375000,500,17,1/6/2004,190,78,2,Aston Villa,English Premier League,1,RES,50,NA,1/15/2021,2022,34,Netherlands,NA,NA,NA,Right,3,2,1,Low/High,Normal (185+),No,1100000,NA,NA,61,31,37,37,56,60,28,24,59,46,35,32,28,29,33,36,60,61,40,51,49,50,71,55,63,23,54,56,29,38,48,47,50,58,61,14,10,6,10,13,NA,41+2,41+2,41+2,38,39,39,39,38,38+2,38+2,38+2,40+2,41+2,41+2,41+2,40+2,49+2,49+2,49+2,49+2,49+2,52+2,56+2,56+2,56+2,52+2,16+2,https://cdn.sofifa.net/players/264/411/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/nl.png
206594,https://sofifa.com/player/206594/solly-march/220002,S. March,Solly March,Solly March,"LWB, RW, RM",75,76,6.00E+06,44000,26,7/20/1994,180,77,1808,Brighton & Hove Albion,English Premier League,1,LWB,20,NA,7/1/2013,2024,14,England,NA,NA,NA,Left,2,3,1,High/High,Lean (170-185),Yes,11900000,NA,"Injury Prone, Technical Dribbler (AI)",73,67,73,77,67,62,79,64,48,74,56,79,74,64,67,76,75,72,76,73,77,74,46,76,60,72,55,65,71,72,55,71,68,72,67,9,11,7,13,15,NA,69+2,69+2,69+2,74,73,73,73,74,73+2,73+2,73+2,74+2,72+2,72+2,72+2,74+2,73+2,70+2,70+2,70+2,73+2,71+2,65+2,65+2,65+2,71+2,18+2,https://cdn.sofifa.net/players/206/594/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
236529,https://sofifa.com/player/236529/steven-alzate/220002,S. Alzate,Steven Alzate,Steven Alzate,"CM, CAM, LM",70,79,3600000,24000,22,9/8/1998,180,75,1808,Brighton & Hove Albion,English Premier League,1,SUB,17,NA,7/31/2017,2024,56,Colombia,NA,NA,NA,Right,3,3,1,Medium/Medium,Lean (170-185),Yes,7600000,NA,Flair,70,59,67,75,62,68,65,62,45,73,50,76,61,22,67,73,71,69,78,70,79,60,57,73,68,59,64,64,65,69,35,72,62,66,61,9,6,6,7,6,NA,64+2,64+2,64+2,70,69,69,69,70,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,68+2,68+2,66+2,63+2,63+2,63+2,66+2,14+2,https://cdn.sofifa.net/players/236/529/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/co.png
225953,https://sofifa.com/player/225953/steven-bergwijn/220002,S. Bergwijn,Steven Bergwijn,Steven Bergwijn,"LM, LW, RM",80,84,3.00E+07,82000,23,10/8/1997,178,78,18,Tottenham Hotspur,English Premier League,1,SUB,23,NA,1/29/2020,2025,34,Netherlands,105035,SUB,7,Right,2,4,2,High/Medium,Stocky (170-185),Yes,59300000,NA,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",85,78,75,82,39,69,77,75,60,80,75,84,78,66,63,82,87,84,79,78,89,84,68,74,75,81,50,34,78,77,68,76,52,28,26,11,14,12,14,13,NA,78+2,78+2,78+2,80,80,80,80,80,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,62+2,58+2,58+2,58+2,62+2,58+2,51+2,51+2,51+2,58+2,20+2,https://cdn.sofifa.net/players/225/953/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
202282,https://sofifa.com/player/202282/stuart-armstrong/220002,S. Armstrong,Stuart Armstrong,Stuart Armstrong,"RM, CM",77,77,10500000,54000,29,3/30/1992,183,75,17,Southampton,English Premier League,1,RM,17,NA,6/26/2018,2024,42,Scotland,1359,SUB,17,Right,4,3,1,High/High,Normal (170-185),Yes,2.00E+07,NA,Long Shot Taker (AI),73,77,75,76,65,72,72,76,66,77,62,77,75,74,74,76,72,73,77,77,65,80,71,83,68,82,69,69,76,75,64,70,63,67,60,14,8,13,11,13,NA,75+2,75+2,75+2,76,76,76,76,76,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,72+2,72+2,72+2,72+2,72+2,70+2,68+2,68+2,68+2,70+2,19+2,https://cdn.sofifa.net/players/202/282/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
203570,https://sofifa.com/player/203570/stuart-dallas/220002,S. Dallas,Stuart Dallas,Stuart Dallas,"CM, LB, RB",75,75,5500000,63000,30,4/19/1991,183,81,8,Leeds United,English Premier League,1,RCM,15,NA,8/4/2015,2024,35,Northern Ireland,110081,RM,14,Right,4,3,1,High/High,Lean (170-185),Yes,10500000,#Engine,"Long Shot Taker (AI), Team Player",74,69,70,73,73,75,66,71,63,76,59,73,57,50,70,74,73,75,73,75,69,68,57,92,73,72,65,73,72,74,57,74,73,76,71,13,7,11,13,7,NA,71+2,71+2,71+2,73,73,73,73,73,74+1,74+1,74+1,74+1,75,75,75,74+1,75,74+1,74+1,74+1,75,74+1,72+2,72+2,72+2,74+1,17+2,https://cdn.sofifa.net/players/203/570/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/110081/60.png,https://cdn.sofifa.net/flags/gb-nir.png
235569,https://sofifa.com/player/235569/tanguy-ndombele/220002,T. Ndombele,Tanguy Ndombele,Tanguy Ndombèlé,"CAM, CM, CDM",82,87,4.60E+07,95000,24,12/28/1996,179,76,18,Tottenham Hotspur,English Premier League,1,SUB,28,NA,7/2/2019,2024,18,France,NA,NA,NA,Right,3,4,1,Medium/Medium,Unique,Yes,90900000,#Dribbler,"Flair, Outside Foot Shot, Technical Dribbler (AI)",71,72,81,88,69,72,75,70,56,85,62,89,76,62,81,87,73,69,84,81,91,80,60,69,74,75,73,72,72,87,60,87,66,74,69,8,10,13,8,7,NA,75+2,75+2,75+2,80,80,80,80,80,82+2,82+2,82+2,80+2,81+2,81+2,81+2,80+2,75+2,77+2,77+2,77+2,75+2,73+2,71+2,71+2,71+2,73+2,16+2,https://cdn.sofifa.net/players/235/569/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/fr.png
242418,https://sofifa.com/player/242418/tariq-lamptey/220002,T. Lamptey,Tariq Lamptey,Tariq Lamptey,"RWB, RB",74,84,9.00E+06,29000,20,9/30/2000,163,62,1808,Brighton & Hove Albion,English Premier League,1,SUB,2,NA,1/31/2020,2025,14,England,NA,NA,NA,Right,3,2,1,High/Medium,Normal (170-),Yes,18900000,NA,Speed Dribbler (AI),87,44,66,75,67,52,74,47,58,71,32,75,60,35,62,70,92,83,82,70,95,48,59,72,33,36,72,66,55,59,40,69,68,70,70,15,13,12,5,13,NA,59+2,59+2,59+2,68,64,64,64,68,66+2,66+2,66+2,70+2,65+2,65+2,65+2,70+2,72+2,67+2,67+2,67+2,72+2,71+2,64+2,64+2,64+2,71+2,18+2,https://cdn.sofifa.net/players/242/418/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
238189,https://sofifa.com/player/238189/tariq-uwakwe/220002,T. Uwakwe,Tariq Uwakwe,Tariq Uwakwe,LWB,63,75,1100000,11000,21,11/19/1999,183,64,5,Chelsea,English Premier League,1,RES,53,NA,11/21/2016,2022,14,England,NA,NA,NA,Left,3,3,1,Medium/Medium,Lean (170-185),No,2300000,NA,NA,74,52,55,57,57,62,58,51,51,56,45,57,57,55,52,55,74,74,63,58,60,55,61,74,60,54,51,57,54,53,47,53,57,59,57,10,9,14,13,10,NA,56+2,56+2,56+2,58,57,57,57,58,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,61+2,57+2,57+2,57+2,61+2,60+2,57+2,57+2,57+2,60+2,16+2,https://cdn.sofifa.net/players/238/189/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
216483,https://sofifa.com/player/216483/tariqe-fosu/220002,T. Fosu,Tarique Fosu,Tarique Fosu,"LW, RW, CAM",71,73,2400000,29000,25,11/5/1995,172,67,1925,Brentford,English Premier League,1,SUB,24,NA,1/31/2020,2023,117,Ghana,NA,NA,NA,Right,3,4,1,Medium/Medium,Lean (170-185),No,5.00E+06,NA,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",85,64,64,73,38,62,67,67,39,66,44,72,54,47,63,71,87,83,84,65,77,62,52,70,65,64,45,40,65,64,57,66,55,26,22,11,13,9,12,7,NA,65+2,65+2,65+2,71,68,68,68,71,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,57+2,54+2,54+2,54+2,57+2,53+2,46+2,46+2,46+2,53+2,17+2,https://cdn.sofifa.net/players/216/483/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gh.png
243393,https://sofifa.com/player/243393/taylor-richards/220002,T. Richards,Taylor Richards,Taylor Richards,"CAM, CM",66,78,2100000,11000,20,12/4/2000,180,78,1808,Brighton & Hove Albion,English Premier League,1,SUB,30,NA,7/18/2019,2024,14,England,NA,NA,NA,Left,3,3,1,High/Medium,Normal (170-185),Yes,4400000,NA,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",73,62,63,68,51,66,57,61,42,66,56,68,55,52,64,66,72,74,74,61,68,65,53,73,67,63,56,50,63,66,64,68,53,54,49,13,10,13,9,12,NA,62+2,62+2,62+2,65,65,65,65,65,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,60+2,60+2,60+2,60+2,60+2,59+2,55+2,55+2,55+2,59+2,17+2,https://cdn.sofifa.net/players/243/393/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
253465,https://sofifa.com/player/253465/teden-mengi/220002,T. Mengi,Teden Mengi,Teden Mengi,CB,64,82,1400000,10000,19,4/30/2002,183,78,11,Manchester United,English Premier League,1,RES,43,NA,9/20/2019,2024,14,England,NA,NA,NA,Right,3,2,1,High/High,Normal (170-185),No,3500000,NA,Long Passer (AI),78,39,54,59,63,68,42,33,62,63,29,57,46,33,63,58,74,82,69,64,53,54,71,61,72,39,66,65,41,53,35,61,64,63,57,11,8,11,5,10,NA,53+2,53+2,53+2,55,55,55,55,55,56+2,56+2,56+2,57+2,58+2,58+2,58+2,57+2,61+2,63+2,63+2,63+2,61+2,62+2,64+2,64+2,64+2,62+2,15+2,https://cdn.sofifa.net/players/253/465/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
190362,https://sofifa.com/player/190362/teemu-pukki/220002,T. Pukki,Teemu Pukki,Teemu Pukki,ST,76,76,6500000,37000,31,3/29/1990,180,80,1792,Norwich City,English Premier League,1,ST,22,NA,7/1/2018,2022,17,Finland,1334,RS,10,Right,3,3,1,High/High,Normal (170-185),Yes,1.30E+07,NA,Finesse Shot,76,76,60,75,34,68,45,81,63,71,74,73,53,40,48,77,78,74,77,83,72,75,68,77,69,66,56,44,84,71,73,81,30,29,16,13,8,8,9,7,NA,76,76,76,73,76,76,76,73,74+2,74+2,74+2,72+2,68+2,68+2,68+2,72+2,55+2,54+2,54+2,54+2,55+2,52+2,48+2,48+2,48+2,52+2,17+2,https://cdn.sofifa.net/players/190/362/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1334/60.png,https://cdn.sofifa.net/flags/fi.png
